127.0.0.1 - - [01/Oct/2017:15:02:33 +0530] "GET / HTTP/1.1" 404 1073
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:22:53 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 200 2241
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:23:30 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 4654
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:23:30 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:23:49 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 4654
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:23:50 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:24:03 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 4654
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:24:03 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:24:03 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:24:23 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 4669
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:24:23 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:24:27 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 4669
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:24:47 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 4669
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:24:47 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:25:01 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 4655
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:25:01 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:25:40 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 4655
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:25:40 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:26:12 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 4661
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:26:12 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:29:11 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5179
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:29:11 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:16:29:11 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:00:00 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5179
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:00:00 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:00:00 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:00:02 +0530] "GET /MedioxyPharm/index.jsp HTTP/1.1" 200 43977
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:00:24 +0530] "GET /MedioxyPharm/register.html HTTP/1.1" 404 1099
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:00:24 +0530] "GET /favicon.ico HTTP/1.1" 404 1084
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:04:19 +0530] "GET /MedioxyPharm/register.html HTTP/1.1" 404 1099
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:04:48 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43976
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:04:56 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43976
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:05:03 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5179
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:05:03 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:11:42 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 46270
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:11:42 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:12:45 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 46273
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:13:21 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 46272
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:13:56 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 46271
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:15:18 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 46271
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:16:39 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 46273
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:18:10 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43976
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:18:16 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5179
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:18:16 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:18:34 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5179
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:19:04 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43881
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:19:19 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5179
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:22:16 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43881
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:22:16 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:22:24 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5242
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:23:27 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5225
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:24:41 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5198
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:24:41 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:25:06 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5164
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:25:11 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43881
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:25:13 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5164
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:25:31 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5162
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:25:50 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5187
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:27:13 +0530] "GET /MedioxyPharm/index.jsp HTTP/1.1" 200 43881
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:27:16 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5187
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:27:29 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5187
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:28:16 +0530] "GET /MedioxyPharm/contact.html HTTP/1.1" 404 1098
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:32:13 +0530] "GET /MedioxyPharm/index.jsp HTTP/1.1" 200 43880
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:32:13 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:32:16 +0530] "GET /MedioxyPharm/contact.jsp HTTP/1.1" 200 27420
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:32:41 +0530] "GET /MedioxyPharm/contact.jsp HTTP/1.1" 200 27420
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:33:29 +0530] "GET /MedioxyPharm/contact.jsp HTTP/1.1" 200 26075
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:34:00 +0530] "GET /MedioxyPharm/contact.jsp HTTP/1.1" 200 26076
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:36:19 +0530] "GET /MedioxyPharm/contact.jsp HTTP/1.1" 200 26869
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:41:16 +0530] "GET /MedioxyPharm/contact.jsp HTTP/1.1" 200 26943
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:41:45 +0530] "GET /MedioxyPharm/contact.jsp HTTP/1.1" 200 26943
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:43:28 +0530] "GET /MedioxyPharm/contact.jsp HTTP/1.1" 200 26944
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:43:28 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:44:13 +0530] "GET /MedioxyPharm/contact.jsp HTTP/1.1" 200 26909
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:45:26 +0530] "GET /MedioxyPharm/contact.jsp HTTP/1.1" 200 26907
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:45:43 +0530] "GET /MedioxyPharm/contact.html HTTP/1.1" 404 1098
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:46:19 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43878
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:46:25 +0530] "GET /MedioxyPharm/contact.jsp HTTP/1.1" 200 26907
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:47:26 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43447
0:0:0:0:0:0:0:1 - - [01/Oct/2017:17:47:48 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43451
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:00:47 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43907
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:00:47 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:00:47 +0530] "GET /MedioxyPharm/img/med1.jpg HTTP/1.1" 404 1098
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:00:47 +0530] "GET /MedioxyPharm/img/med2.jpg HTTP/1.1" 404 1098
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:00:47 +0530] "GET /MedioxyPharm/img/med5.jpg HTTP/1.1" 404 1098
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:00:47 +0530] "GET /MedioxyPharm/img/med4.jpg HTTP/1.1" 404 1098
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:00:47 +0530] "GET /MedioxyPharm/img/med3.jpg HTTP/1.1" 404 1098
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:01:50 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43447
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:02:10 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43451
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:02:31 +0530] "GET /MedioxyPharm/css/grabbing.png HTTP/1.1" 404 1102
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:08:15 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43912
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:08:15 +0530] "GET /MedioxyPharm/img/med1.jpeg HTTP/1.1" 200 64660
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:08:15 +0530] "GET /MedioxyPharm/img/med2.jpeg HTTP/1.1" 200 112320
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:08:15 +0530] "GET /MedioxyPharm/img/med4.jpeg HTTP/1.1" 200 137504
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:08:15 +0530] "GET /MedioxyPharm/img/med3.jpeg HTTP/1.1" 200 299091
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:08:15 +0530] "GET /MedioxyPharm/img/med5.jpeg HTTP/1.1" 200 85421
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:09:36 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43900
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:09:36 +0530] "GET /MedioxyPharm/img/med1.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:09:36 +0530] "GET /MedioxyPharm/img/med2.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:09:36 +0530] "GET /MedioxyPharm/img/med3.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:09:36 +0530] "GET /MedioxyPharm/img/med4.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:09:36 +0530] "GET /MedioxyPharm/img/med5.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:10:48 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43451
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:11:12 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43444
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:11:12 +0530] "GET /MedioxyPharm/img/med1.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:11:43 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43437
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:11:43 +0530] "GET /MedioxyPharm/img/med1.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:11:43 +0530] "GET /MedioxyPharm/img/med2.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:11:45 +0530] "GET /MedioxyPharm/css/grabbing.png HTTP/1.1" 404 1102
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:12:31 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43429
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:12:31 +0530] "GET /MedioxyPharm/img/med1.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:12:31 +0530] "GET /MedioxyPharm/img/med4.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:12:31 +0530] "GET /MedioxyPharm/img/med2.jpg HTTP/1.1" 404 1098
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:12:44 +0530] "GET /MedioxyPharm/css/grabbing.png HTTP/1.1" 404 1102
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:12:58 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43430
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:12:58 +0530] "GET /MedioxyPharm/img/med2.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:13:00 +0530] "GET /MedioxyPharm/css/grabbing.png HTTP/1.1" 404 1102
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:13:58 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43976
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:13:58 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:13:58 +0530] "GET /MedioxyPharm/img/med1.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:13:58 +0530] "GET /MedioxyPharm/img/med4.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:13:58 +0530] "GET /MedioxyPharm/img/med2.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:13:58 +0530] "GET /MedioxyPharm/img/med3.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:13:58 +0530] "GET /MedioxyPharm/img/med5.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:15:05 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 44008
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:15:05 +0530] "GET /MedioxyPharm/img/med1.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:15:05 +0530] "GET /MedioxyPharm/img/med4.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:15:05 +0530] "GET /MedioxyPharm/img/med2.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:15:05 +0530] "GET /MedioxyPharm/img/med3.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:15:05 +0530] "GET /MedioxyPharm/img/med5.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:17:10 +0530] "GET /MedioxyPharm/ HTTP/1.1" 200 43988
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:17:10 +0530] "GET /MedioxyPharm/img/med1.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:17:10 +0530] "GET /MedioxyPharm/img/med4.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:17:10 +0530] "GET /MedioxyPharm/img/med2.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:17:10 +0530] "GET /MedioxyPharm/img/med3.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:17:10 +0530] "GET /MedioxyPharm/img/med5.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:17:52 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5187
0:0:0:0:0:0:0:1 - - [01/Oct/2017:18:17:52 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:21:38:12 +0530] "GET /MedioxyPharm/register.jsp HTTP/1.1" 200 5187
0:0:0:0:0:0:0:1 - - [01/Oct/2017:21:38:13 +0530] "GET /MedioxyPharm/css/style.default.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:21:38:13 +0530] "GET /MedioxyPharm/img/reg.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Oct/2017:21:38:27 +0530] "GET /MedioxyPharm/contact.jsp HTTP/1.1" 200 26907
0:0:0:0:0:0:0:1 - - [01/Oct/2017:21:38:33 +0530] "GET /MedioxyPharm/contact.jsp HTTP/1.1" 200 26907
